popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,profit
0.784114,30000000,54819301,The Three Stooges,Sean Hayes|Will Sasso|Chris Diamantopoulos|SofÃ­a Vergara|Jane Lynch,Bobby Farrelly|Peter Farrelly,duringcreditsstinger,92,Comedy,Wessler Entertainment,82,4.9,2012,24819301
0.777868999999999,30000000,114281051,Hope Springs,Meryl Streep|Steve Carell|Tommy Lee Jones|Jean Smart|Marin Ireland,David Frankel,renewing wedding vows|marriage counselling,100,Drama|Comedy|Romance,Columbia Pictures|Mandate Pictures|Escape Artists|Management 360|Metro-Goldwyn-Mayer (MGM),192,5.6,2012,84281051
0.767413,15000000,15608545,The Man with the Iron Fists,Russell Crowe|Lucy Liu|Jamie Chung|RZA|Zhu Zhu,RZA,blacksmith|brothel|femme fatale|stabbed to death|crushed to death,96,Action,Arcade Pictures|Iron Fists,244,5.1,2012,608545
0.736973,40000000,22044277,A Thousand Words,Eddie Murphy|Allison Janney|Cliff Curtis|Clark Duke|Kerry Washington,Brian Robbins,liar|literary agent,91,Drama|Comedy,Paramount Pictures|DreamWorks SKG|Saturn Films|Varsity Pictures,230,5.8,2012,-17955723
0.714232,17000000,73244881,To Rome with Love,Ellen Page|Woody Allen|Jesse Eisenberg|PenÃ©lope Cruz|Alec Baldwin,Woody Allen,rome|expatriate|episodic,111,Romance|Comedy,Gravier Productions|Medusa Film|Mediapro|Perdido Productions,298,5.5,2012,56244881
0.704291,2500000,3003,About Cherry,Ashley Hinshaw|James Franco|Heather Graham|Dev Patel|Lili Taylor,Stephen Elliott,pornography,102,Drama,Gordon Bijelonic / Datari Turner Films|Enderby Entertainment,58,4.4,2012,-2496997
0.686877,45000000,30353232,Alex Cross,Tyler Perry|Rachel Nichols|Jean Reno|Matthew Fox|Giancarlo Esposito,Rob Cohen,ex military,101,Action|Thriller|Crime|Mystery,Summit Entertainment,230,5.2,2012,-14646768
0.672243,40000000,36893721,One for the Money,Katherine Heigl|John Leguizamo|Debbie Reynolds|Sherri Shepherd|Patrick Fischler,Julie Anne Robinson,bounty hunter|based on novel|framed|money in title|bail jumper,91,Action|Comedy|Thriller|Crime|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment,271,5.2,2012,-3106279
0.668285,11000000,59520298,Quartet,Maggie Smith|Tom Courtenay|Billy Connolly|Pauline Collins|Michael Gambon,Dustin Hoffman,musician|concert|retired,98,Drama|Comedy|Romance,Headline Pictures,97,6.2,2012,48520298
0.665792,26350000,1576687,Lay the Favorite,Rebecca Hall|Bruce Willis|Catherine Zeta-Jones|Joshua Jackson|Vince Vaughn,Stephen Frears,female nudity|gambling|money|las vegas nevada|topless sunbathing,94,Drama|Comedy,Likely Story|Random Films|Focus Features,46,4.9,2012,-24773313
0.646413,60000000,107139399,ParaNorman,Kodi Smit-McPhee|Tucker Albrizzi|Jodelle Ferland|Anna Kendrick|Casey Affleck,Sam Fell|Chris Butler,medium|stop motion animation|curse|jock|ghost,90,Family|Animation|Adventure|Comedy,Focus Features|Laika Entertainment,549,6.6,2012,47139399
0.63948,22000000,77112176,Diary of a Wimpy Kid: Dog Days,Devon Bostick|Steve Zahn|Peyton List|Rachael Harris|Zachary Gordon,David Bowers,best friend|sweet sixteen|duringcreditsstinger,94,Comedy|Family,Fox 2000 Pictures,134,5.9,2012,55112176
0.628612,12000000,9622846,For Greater Glory - The True Story of Cristiada,Eva Longoria|Andy GarcÃ­a|Oscar Isaac|Peter O'Toole|RubÃ©n Blades,Dean Wright,duringcreditsstinger,145,Drama,Dos Corazones,20,6.8,2012,-2377154
0.627024,58000000,50365377,Red Tails,Bryan Cranston|David Oyelowo|Cuba Gooding Jr.|Daniela Ruah|Terrence Howard,Anthony Hemingway,world war ii|fighter pilot|fighter plane,125,Drama|Action|Adventure|History|War,Twentieth Century Fox Film Corporation|Lucasfilm Ltd.|Partnership Pictures,125,6.1,2012,-7634623
0.615971,14000000,11417362,Fun Size,Victoria Justice|Jackson Nicoll|Chelsea Handler|Josh Pence|Jane Levy,Josh Schwartz,halloween|friends|trick or treating|boyfriend girlfriend relationship,87,Comedy,Paramount Pictures|Nickelodeon Movies|Anonymous Content|Fake Empire,83,5.4,2012,-2582638
0.612153,1500000,1165882,The Lords of Salem,Sheri Moon Zombie|Bruce Davison|Jeff Daniel Phillips|Judy Geeson|Meg Foster,Rob Zombie,witch|coven|salem massachusetts|satanic,101,Horror|Thriller,Alliance Films|Blumhouse Productions|Automatik Entertainment,120,4.7,2012,-334118
0.607856,35000000,31083599,Premium Rush,Joseph Gordon-Levitt|Michael Shannon|Dania Ramirez|Jamie Chung|WolÃ© Parks,David Koepp,new york|dirty cop|bicycle courier|duringcreditsstinger|race against the clock,91,Crime|Action|Thriller,Pariah Entertainment Group,592,6.1,2012,-3916401
0.604625,3000000,11947954,Bachelorette,Kirsten Dunst|Isla Fisher|Lizzy Caplan|James Marsden|Kyle Bornheimer,Leslye Headland,female friendship|wedding|woman director|bachelorette party,87,Comedy|Romance,Gary Sanchez Productions|BCDF Pictures,288,5.3,2012,8947954
0.595210999999999,40000000,41863726,The Guilt Trip,Seth Rogen|Barbra Streisand|Yvonne Strahovski|Colin Hanks|Adam Scott,Anne Fletcher,inventor|road trip|woman director,95,Comedy,Paramount Pictures|Skydance Productions,210,5.3,2012,1863726
0.591005,1000000,9138338,The Sessions,John Hawkes|Helen Hunt|William H. Macy|Moon Bloodgood|Annika Marks,Ben Lewin,cat|virgin|wheelchair|graduation|sexual arousal,98,Drama|Romance|Comedy,Rhino Films|Such Much Films,102,6.3,2012,8138338
0.58808,10000000,9636289,Seeking a Friend for the End of the World,Steve Carell|Keira Knightley|Connie Britton|Adam Brody|Rob Corddry,Lorene Scafaria,asteroid|road trip|end of the world|woman director,101,Drama|Comedy|Romance|Science Fiction,Mandate Pictures|Indian Paintbrush|Anonymous Content|Focus Features,425,6.2,2012,-363711
0.580776,6000000,13231461,The Words,Bradley Cooper|Zoe Saldana|Jeremy Irons|Dennis Quaid|Olivia Wilde,Brian Klugman|Lee Sternthal,plagiarized book|stolen novel|plagiarized novel|aspiring writer,96,Drama|Thriller,Serenade Films|CBS Films|Also Known As Pictures,234,6.3,2012,7231461
0.557661,5000000,142817992,Paranormal Activity 4,Katie Featherston|Kathryn Newton|Matt Shively|Brady Allen|Sprague Grayden,Henry Joost|Ariel Schulman,garage|poltergeist|webcam|imaginary friend|broken neck,95,Horror,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,352,5.3,2012,137817992
0.552288,25000000,8784318,On the Road,Kristen Stewart|Garrett Hedlund|Sam Riley|Kirsten Dunst|Tom Sturridge,Walter Salles,male nudity|female nudity|based on novel|cemetery|funeral,137,Adventure|Drama,American Zoetrope|France 2 CinÃ©ma|VideoFilmes|Vanguard Films|Canal+,205,5.6,2012,-16215682
0.546482999999999,11500000,1402307,Universal Soldier: Day of Reckoning,Jean-Claude Van Damme|Scott Adkins|Dolph Lundgren|Andrei Arlovski|Mariah Bonner,John Hyams,gore|graphic violence|extreme blood|slow motion action scene|ultra slow motion,114,Thriller|Action|Science Fiction|Horror|Mystery,Signature Pictures|Foresight Unlimited|Baumgarten Management and Productions (BMP),79,5.1,2012,-10097693
0.543868999999999,5600000,8139,Dracula 3D,Thomas Kretschmann|Asia Argento|Rutger Hauer|Marta Gastini|Unax Ugalde,Dario Argento,dracula|gothic horror|evil|bite mark|3d,109,Horror|Romance|Thriller,Enrique Cerezo Producciones CinematogrÃ¡ficas S.A.|Film Export Group,22,3.3,2012,-5591861
0.518403,850000,1243961,"For a Good Time, Call...",Ari Graynor|Lauren Miller|Mark Webber|Justin Long|Mimi Rogers,Jamie Travis,best friend,85,Comedy,AdScott Pictures,69,5.8,2012,393961
0.491648,1000000,101758490,The Devil Inside,Fernanda Andrade|Simon Quarterman|Evan Helmuth|Ionut Grama|Suzan Crowley,William Brent Bell,rome|exorcism|death|demonic possession|found footage,83,Thriller|Horror,Room 101|Prototype,162,4.5,2012,100758490
0.48576,25000000,432274,Dark Tide,Halle Berry|Olivier Martinez|Ralph Brown|Mark Elderkin|Luke Tyler,John Stockwell,suspense|shark|diver|diver instructor,113,Thriller|Adventure|Drama,Social Capital|Film Afrika Worldwide|Lipsync Productions|Procinvest Sas|Cinedigm,37,4.9,2012,-24567726
0.473381,12000000,96070507,Think Like a Man,Michael Ealy|Jerry Ferrara|Meagan Good|Regina Hall|Kevin Hart,Tim Story,advice|love|relationship|ensemble cast|duringcreditsstinger,123,Comedy|Romance,Rainforest Films|Screen Gems|Studio Mir,201,6.6,2012,84070507
0.468552,2000000,14400000,Hit & Run,Kristen Bell|Dax Shepard|Tom Arnold|Kristin Chenoweth|Michael Rosenbaum,David Palmer|Dax Shepard,witness protection|getaway driver|duringcreditsstinger,100,Action|Comedy|Romance,Primate Pictures|Kim and Jim Productions|Panay Films|Exclusive Media Group,175,5.4,2012,12400000
0.452064,12000000,66351,Deadfall,Eric Bana|Olivia Wilde|Charlie Hunnam|Patrick Kerton|Kris Kristofferson,Stefan Ruzowitzky,murder|on the run|fugitive|crime|family,95,Crime|Drama|Thriller,StudioCanal|Mutual Film Company|2929 Productions|Magnolia Pictures|Madhouse Entertainment,138,5.5,2012,-11933649
0.436617,3000000,3010,ATM,Alice Eve|Josh Peck|Brian Geraghty|Aaron Hughes|Will Woytowich,David Brooks,atm|hooded figure|duringcreditsstinger,90,Horror|Thriller,Buffalo Gal Pictures|The Safran Company|Gold Circle Films,105,5.5,2012,-2996990
0.430256,1800000,21107746,Beasts of the Southern Wild,QuvenzhanÃ© Wallis|Dwight Henry|Levy Easterly|Gina Montana|Lowell Landes,Benh Zeitlin,refugee camp|hurricane|fantasy|flooding|global warming,93,Drama|Fantasy,Journeyman Pictures|Court 13 Pictures|Cinereach,262,6.6,2012,19307746
0.409718,20000000,4636169,Fire with Fire,Bruce Willis|Josh Duhamel|Rosario Dawson|Vincent D'Onofrio|50 Cent,David Barrett,firemen|witness protection|murder|u.s. marshal,97,Action|Crime|Drama|Thriller,Industry Entertainment|Grindstone Entertainment Group|Cheetah Vision|Mandalay Vision|Paradox Entertainment,144,5.7,2012,-15363831
0.40801,750000,4007792,Safety Not Guaranteed,Aubrey Plaza|Mark Duplass|Jake Johnson|Karan Soni|Jenica Bergere,Colin Trevorrow,time travel,85,Comedy|Romance|Science Fiction|Drama,Duplass Brothers Productions|Big Beach Films,341,6.7,2012,3257792
0.402086,12000000,2521,The Samaritan,Samuel L. Jackson|Luke Kirby|Ruth Negga|Tom Wilkinson|Alan C. Peterson,David Weaver,prison|sex|revenge|incest|grifter,90,Thriller,Quickfire Films|H2O Motion Pictures|2262730 Ontario|Middle Child Films Inc.,27,4.7,2012,-11997479
0.398497,17000000,9627492,The Apparition,Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino,Todd Lincoln ,experiment|supernatural|paranormal|haunting|disappearance,82,Horror|Thriller,StudioCanal|Dark Castle Entertainment|Warner Bros.|Studio Babelsberg Motion Pictures,76,4.4,2012,-7372508
0.383998,8000000,1653792,2 Days in New York,Julie Delpy|Dylan Baker|Chris Rock|Albert Delpy|Vincent Gallo,Julie Delpy,photographer|photo exhibition|rudeness|reference to barack obama|pregnancy test,91,Comedy,Senator Film Produktion|TempÃªte Sous Un CrÃ¢ne Productions|Focus Films,60,5.3,2012,-6346208
0.380291,2500000,3325038,Robot & Frank,Frank Langella|Liv Tyler|James Marsden|Susan Sarandon|Peter Sarsgaard,Jake Schreier,friendship|robot|senior citizen|cat thief,85,Science Fiction|Comedy|Drama|Crime,Samuel Goldwyn Films|Stage 6 Films|Park Pictures|TBB|Dog Run Pictures,307,6.7,2012,825038
0.359578,20500000,6063556,Cosmopolis,Robert Pattinson|Sarah Gadon|Juliette Binoche|Paul Giamatti|Samantha Morton,David Cronenberg,taxi|sex|bookshop|taxi driver|nudity,109,Drama,France 2 CinÃ©ma|TÃ©lÃ©film Canada|Rai Cinema|Prospero Pictures|Alfama Films,191,4.8,2012,-14436444
0.260624,65000000,240159255,Resident Evil: Retribution,Milla Jovovich|Sienna Guillory|Michelle Rodriguez|Aryana Engineer|Li Bingbing,Paul W.S. Anderson,mutant|dystopia|sequel|conspiracy|tokyo japan,95,Action|Horror|Science Fiction,Davis-Films,1152,5.6,2012,175159255
0.167892,5990000,19450000,Eega,Sudeep|Nani|Samantha Ruth Prabhu|Devadarshini|Thagubothu Ramesh,S.S. Rajamouli,reincarnation|afterlife,145,Science Fiction|Romance,Varahi Chalana Chitram|Suresh Productions,19,6.6,2012,13460000
0.308684,14000000,24637469,Sparkle,Whitney Houston|Cee Lo Green|Derek Luke|Mike Epps|Carmen Ejogo,Salim Akil,soong sisters|duringcreditsstinger,116,Drama|Music,TriStar Pictures|Phoenix Pictures|Stage 6 Films|Akil Production Company,21,5.9,2012,10637469
0.070285,2840000,11620000,English Vinglish,Sridevi Kapoor|Priya Anand|Mehdi Nebbou|Adil Hussain|Ajith Kumar,Gauri Shinde,classroom|housewife|speech|foreign language|wedding,133,Drama,Eros International,42,7.1,2012,8780000
0.158309999999999,20000000,610792,Not Fade Away,Bella Heathcote|Jack Huston|Dominique McElligott|Brad Garrett|Christopher McDonald,David Chase,new jersey|rock band|country club,112,Drama,Paramount Vantage,14,5.4,2012,-19389208
0.128685,100000,95000,Stitches,Ross Noble|Tommy Knight|Gemma-Leah Devereux|John McDonnell,Conor McMahon,slapstick|teen angst|slaughter|black comedy|supernatural being,86,Horror,BÃ³rd ScannÃ¡n na hÃ‰ireann|Irish Film Board|Fantastic Films|MPI Media Group|Tailored Films,45,5.2,2012,-5000
0.111351,65000000,73706,Foodfight!,Charlie Sheen|Wayne Brady|Hilary Duff|Eva Longoria|Christopher Lloyd,Lawrence Kasanoff,supermarket|fight|product placement|computer animation|food,87,Animation|Action|Comedy|Family,Threshold Entertainment|Lions Gate Family Entertainment,12,2.2,2012,-64926294
0.050524,12000000,32726956,Katy Perry: Part of Me,Katy Perry|Russell Brand|Shannon Woodward|Rachael Markarian|Mia Moretti,Dan Cutforth|Jane Lipsitz,woman director,93,Documentary|Music,Paramount Pictures|Imagine Entertainment|MTV Films|Insurge Pictures,63,6.5,2012,20726956
7.122455,94000000,1118888979,The Lord of the Rings: The Return of the King,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,elves|orcs|middle-earth (tolkien)|based on novel|suspicion,201,Adventure|Fantasy|Action,WingNut Films|New Line Cinema,5636,7.9,2003,1024888979
6.887883,22000000,95708457,Underworld,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,Len Wiseman,budapest|subway|love of one's life|bite|descendant,121,Fantasy|Action|Thriller,Lakeshore Entertainment|Laurinfilm|Subterranean Productions LLC|Subterranean Productions UK Ltd.|Underworld Produktions GmbH,1708,6.5,2003,73708457
6.864067,140000000,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,Gore Verbinski,exotic island|east india trading company|gold|marriage proposal|mutiny,143,Adventure|Fantasy|Action,Walt Disney Pictures|Jerry Bruckheimer Films,4223,7.3,2003,515011224
6.174132,30000000,180949000,Kill Bill: Vol. 1,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,Quentin Tarantino,japan|coma|martial arts|kung fu|underworld,111,Action|Crime,Miramax Films|A Band Apart|Super Cool ManChu,2932,7.6,2003,150949000
4.21265,150000000,424988211,The Matrix Revolutions,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Mary Alice,Lilly Wachowski|Lana Wachowski,saving the world|artificial intelligence|man vs machine|flying|philosophy,129,Adventure|Action|Thriller|Science Fiction,Village Roadshow Pictures|NPV Entertainment|Silver Pictures|Warner Bros.,2138,6.4,2003,274988211
4.02924,150000000,738599701,The Matrix Reloaded,Keanu Reeves|Carrie-Anne Moss|Laurence Fishburne|Hugo Weaving|Helmut Bakaitis,Lilly Wachowski|Lana Wachowski,saving the world|artificial intelligence|man vs machine|martial arts|kung fu,138,Adventure|Action|Thriller|Science Fiction,Village Roadshow Pictures|NPV Entertainment|Heineken Branded Entertainment|Silver Pictures|Warner Bros.,2376,6.6,2003,588599701
3.440519,94000000,864625978,Finding Nemo,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Brad Garrett,Andrew Stanton|Lee Unkrich,predator|harbor|animation|seagull|underwater,100,Animation|Family,Walt Disney Pictures|Pixar Animation Studios|Disney Enterprises,3692,7.4,2003,770625978
2.899533,80000000,484572835,Bruce Almighty,Jim Carrey|Jennifer Aniston|Philip Baker Hall|Catherine Bell|Lisa Ann Walter,Tom Shadyac,christianity|moon|responsability|moses|street gang,101,Fantasy|Comedy,Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Pit Bull Productions,1706,6.3,2003,404572835
2.793616,40000000,244931766,Love Actually,Bill Nighy|Gregor Fisher|Colin Firth|Sienna Guillory|Liam Neeson,Richard Curtis,london|male nudity|female nudity|love at first sight|u.s. president,135,Comedy|Romance|Drama,DNA Films,1251,6.9,2003,204931766
2.710192,32000000,173398518,Elf,Will Ferrell|James Caan|Zooey Deschanel|Mary Steenburgen|Daniel Tay,Jon Favreau,holiday|elves|santa claus|looking for  birth parents|north pole,97,Romance|Comedy|Family|Fantasy,New Line Cinema|Gold/Miller Productions|Guy Walks into a Bar Productions,606,6.5,2003,141398518
2.686888,200000000,435000000,Terminator 3: Rise of the Machines,Arnold Schwarzenegger|Nick Stahl|Claire Danes|Kristanna Loken|David Andrews,Jonathan Mostow,saving the world|artificial intelligence|man vs machine|cyborg|killer robot,109,Action|Thriller|Science Fiction,Columbia Pictures|Intermedia Films|Warner Bros.|C-2 Pictures|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,1314,5.8,2003,235000000
2.643906,15000000,15121165,The Dreamers,Michael Pitt|Eva Green|Louis Garrel|Anna Chancellor|Robin Renucci,Bernardo Bertolucci,paris|love triangle|male nudity|female nudity|bathroom,115,Drama|Romance,Peninsula Films|Recorded Picture Company (RPC)|Fiction Films,312,7.1,2003,121165
2.491591,70000000,122919055,Big Fish,Ewan McGregor|Albert Finney|Billy Crudup|Jessica Lange|Helena Bonham Carter,Tim Burton,circus|father-son relationship|witch|fish|fishing,125,Adventure|Fantasy|Drama,The Zanuck Company|Columbia Pictures Corporation|Jinks/Cohen Company|Tim Burton Productions,1091,7.4,2003,52919055
2.394195,78000000,179179718,Daredevil,Ben Affleck|Jennifer Garner|Colin Farrell|Michael Clarke Duncan|Jon Favreau,Mark Steven Johnson,blindness and impaired vision|superhero|voice over narration|daredevil|hazardous waste,103,Fantasy|Action|Crime|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Marvel Enterprises,881,4.9,2003,101179718
2.182292,55000000,231449203,American Wedding,Jason Biggs|Alyson Hannigan|Seann William Scott|Eddie Kaye Thomas|Thomas Ian Nicholas,Jesse Dylan,handcuffs|sister sister relationship|spanner|blow job|stag night,103,Comedy|Romance,Universal Pictures|Zide-Perry Productions|LivePlanet|Loumolo & Co.,662,6.0,2003,176449203
1.830211,78000000,179265204,The League of Extraordinary Gentlemen,Sean Connery|Peta Wilson|Shane West|Stuart Townsend|Jason Flemyng,Stephen Norrington,saving the world|men|captain nemo|allan quatermain,110,Fantasy|Action|Thriller|Science Fiction,Twentieth Century Fox Film Corporation|JD Productions|International Production Company|Angry Films|Mediastream Dritte Film GmbH & Co. Beteiligungs KG,672,5.6,2003,101265204
1.798132,60000000,176070171,The Italian Job,Mark Wahlberg|Charlize Theron|Jason Statham|Edward Norton|Fausto Callegarini,F. Gary Gray,venice|california|train station|helicopter|austria,111,Thriller|Action|Crime,Paramount Pictures|De Line Pictures|Working Title Films,1295,6.6,2003,116070171
1.781615,20000000,135680000,The Jungle Book 2,John Goodman|Haley Joel Osment|Mae Whitman|Phil Collins|Connor Funk,Steve Trenbirth,river|musical|tiger|village|feral child,72,Family|Animation|Adventure,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios,156,5.6,2003,115680000
1.765322,4000000,119723856,Lost in Translation,Bill Murray|Scarlett Johansson|Anna Faris|Giovanni Ribisi|Akiko Takeshita,Sofia Coppola,upper class|hotel room|age difference|commercial|karaoke,102,Drama,American Zoetrope,1135,7.3,2003,115723856
1.70302999999999,23000000,76488889,Bad Santa,Billy Bob Thornton|Tony Cox|Brett Kelly|Lauren Graham|Bernie Mac,Terry Zwigoff,holiday|elves|christmas party|safe|little people,91,Drama|Comedy|Crime,Columbia Pictures|Dimension Films (US version),353,6.2,2003,53488889
1.661911,40000000,160583018,Johnny English,Rowan Atkinson|John Malkovich|Natalie Imbruglia|Tasha de Vasconcelos|Ben Miller,Peter Howitt,spy|hero|queen|intelligence|coronation,88,Adventure|Action|Comedy,Universal Pictures|StudioCanal,514,6.0,2003,120583018
1.653031,100000000,250,Brother Bear,Joaquin Phoenix|Jeremy Suarez|Rick Moranis|Joan Copeland|Michael Clarke Duncan,Aaron Blaise|Robert Walker,grizzly bear|chase|transformation|friendship|eskimo,85,Animation|Adventure|Family|Fantasy,Walt Disney Pictures|Walt Disney Feature Animation,753,6.8,2003,-99999750
1.650018,100000000,121975011,Peter Pan,Jeremy Sumpter|Jason Isaacs|Rachel Hurd-Wood|Richard Briers|Olivia Williams,P.J. Hogan,flying|liberation|fairy|peter pan|pirate gang,113,Adventure|Fantasy|Family,Columbia Pictures|Universal Pictures|Revolution Studios|Quinta Communications,391,6.7,2003,21975011
1.64806899999999,48000000,220673217,Scary Movie 3,Pamela Anderson|Jenny McCarthy|Marny Eng|Charlie Sheen|Simon Rex,David Zucker,horror spoof,84,Comedy,Dimension Films|Brad Grey Pictures,466,5.6,2003,172673217
1.635524,18000000,62646763,Honey,Jessica Alba|Mekhi Phifer|Joy Bryant|Romeo Miller|David Moscow,Bille Woodruff,new york|dancing|hip-hop|dream|dance,94,Music,Universal Pictures|Marc Platt Productions|NuAmerica Entertainment,156,6.0,2003,44646763
1.626534,36000000,44350926,A Man Apart,Vin Diesel|Larenz Tate|Timothy Olyphant|Geno Silva|Jacqueline Obradors,F. Gary Gray,repayment|arbitrary law|cop|loss of wife,109,Action|Drama,"New Line Cinema|Newman/Tooley Films|Joseph Nittolo Entertainment|""DIA"" Productions GmbH & Co. KG",152,5.7,2003,8350926
1.622704,35000000,131282949,The School of Rock,Jack Black|Joan Cusack|Mike White|Sarah Silverman|Adam Pascal,Richard Linklater,rock and roll|rock|high school|music band,108,Comedy|Music,Paramount Pictures,767,6.6,2003,96282949
1.622536,140000000,456758981,The Last Samurai,Tom Cruise|Ken Watanabe|William Atherton|Chad Lindberg|Billy Connolly,Edward Zwick,japan|suicide|civil war|indian|war crimes,154,Drama|Action|War|History,"Cruise/Wagner Productions|Warner Bros.|Radar Pictures|Bedford Falls Company, The",1093,7.1,2003,316758981
1.615231,130000000,273339556,Bad Boys II,Martin Lawrence|Will Smith|Jordi MollÃ |Gabrielle Union|Peter Stormare,Michael Bay,miami|ku klux klan|cuba|undercover|mexican standoff,147,Adventure|Action|Comedy|Thriller|Crime,Columbia Pictures Corporation|Don Simpson/Jerry Bruckheimer Films,1041,6.3,2003,143339556
1.569435,95000000,156505388,Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie|Gerard Butler|Noah Taylor|Djimon Hounsou|Til Schweiger,Jan de Bont,riddle|treasure|medaillon|kenia|alexander the great,117,Action|Adventure|Fantasy|Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC),994,5.5,2003,61505388
1.565393,12600000,28650575,Wrong Turn,Desmond Harrington|Eliza Dushku|Emmanuelle Chriqui|Jeremy Sisto|Kevin Zegers,Rob Schmidt,life and death|death of a friend|parts of dead body,84,Horror|Thriller,Summit Entertainment|Newmarket Capital Group|Regency Enterprises|Constantin Film Produktion|Stan Winston Studio,347,5.9,2003,16050575
1.518131,30000000,90259536,Identity,John Cusack|Ray Liotta|Amanda Peet|John Hawkes|Alfred Molina,James Mangold,weather|multiple character|scream|convict|psychopathy,90,Mystery|Thriller,Konrad Pictures|Columbia Pictures Corporation,549,7.0,2003,60259536
1.491266,150000000,212011111,Master and Commander: The Far Side of the World,Russell Crowe|Paul Bettany|James D'Arcy|Billy Boyd|Joseph Morgan,Peter Weir,naturalist|frigate|self surgery|sea battle|weevil,138,Adventure,Universal Pictures|Twentieth Century Fox Film Corporation|Samuel Goldwyn Films|Miramax,434,6.6,2003,62011111
1.428302,25000000,156822020,Mystic River,Sean Penn|Tim Robbins|Kevin Bacon|Marcia Gay Harden|Kevin Chapman,Clint Eastwood,child abuse|sexual abuse|loss of child|repayment|suppressed past,138,Thriller|Crime|Drama|Mystery,Village Roadshow Pictures|Malpaso Productions|NPV Entertainment|Warner Bros.,743,7.4,2003,131822020
1.412354,75000000,195745823,Anger Management,Adam Sandler|Jack Nicholson|Luis GuzmÃ¡n|Marisa Tomei|January Jones,Peter Segal,penalty|nudity|therapist|psychology|aggression,106,Comedy,Columbia Pictures|Revolution Studios|Happy Madison Productions,498,5.9,2003,120745823
1.412067,60000000,74208267,The Core,Aaron Eckhart|Hilary Swank|Delroy Lindo|Stanley Tucci|TchÃ©ky Karyo,Jon Amiel,magnetic field|center of the earth|disaster film,136,Action|Thriller|Adventure|Science Fiction,Paramount Pictures|David Foster Productions|Horsepower Films|LivePlanet|Core Productions,278,5.3,2003,14208267
1.387163,137000000,245360480,Hulk,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte,Ang Lee,san francisco|monster|mutation|berkeley|transformation,138,Action|Science Fiction,Universal Pictures|Good Machine|Valhalla Motion Pictures|Marvel Enterprises,850,5.2,2003,108360480
1.318505,29000000,98185582,Once Upon a Time in Mexico,Antonio Banderas|Salma Hayek|Johnny Depp|Eva Mendes|Mickey Rourke,Robert Rodriguez,corruption|cia,102,Action,Columbia Pictures Corporation|Dimension Films|Troublemaker Studios,320,6.1,2003,69185582
1.280654,24000000,87055349,Old School,Luke Wilson|Will Ferrell|Vince Vaughn|Ellen Pompeo|Leah Remini,Todd Phillips,sex doll|streaking|mouth to mouth resuscitation,91,Comedy,DreamWorks SKG|The Montecito Picture Company,267,6.6,2003,63055349
1.209598,50000000,177371441,How to Lose a Guy in 10 Days,Kate Hudson|Matthew McConaughey|Kathryn Hahn|Annie Parisse|Adam Goldberg,Donald Petrie,new york|bet|journalist|therapist|advertising expert,116,Comedy|Romance,Paramount Pictures,499,6.2,2003,127371441
1.204207,50000000,88323487,Shanghai Knights,Jackie Chan|Owen Wilson|Fann Wong|Aaron Taylor-Johnson|Aidan Gillen,David Dobkin,london|indian territory|emperor|revenge|murder,115,Action|Adventure|Comedy|Western,Spyglass Entertainment|Touchstone Pictures|Birnbaum / Barber Productions|Jackie Chan Films Limited|All Knight Productions,393,5.9,2003,38323487
1.158663,80000000,116643346,S.W.A.T.,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez|LL Cool J|Josh Charles,Clark Johnson,liberation|transport of prisoners|special unit|weapon|los angeles,117,Action|Thriller|Crime,Original Film|Columbia Pictures Corporation|Camelot Pictures|Chris Lee Productions|Illusion Entertainment,499,5.8,2003,36643346
1.125044,70000000,85632458,Tears of the Sun,Bruce Willis|Monica Bellucci|Cole Hauser|Eamonn Walker|Johnny Messner,Antoine Fuqua,us army|nigeria|president,121,Action|Drama|War,Columbia Pictures|Revolution Studios|Cheyenne Enterprises|Michael Lobell Productions,349,6.4,2003,15632458
